"MTU (CET/CEST)","Area","Sequence","Day-ahead (EUR/MWh)","Intraday Period (CET/CEST)","Energy Price (EUR/MWh)"
"21/04/2024 06:00:00 - 21/04/2024 07:00:00","BZN|IT-North","Without sequence","102.27","",""
"21/04/2024 07:00:00 - 21/04/2024 08:00:00","BZN|IT-North","Without sequence","102.3","",""
"21/04/2024 08:00:00 - 21/04/2024 09:00:00","BZN|IT-North","Without sequence","90.0","",""
"21/04/2024 09:00:00 - 21/04/2024 10:00:00","BZN|IT-North","Without sequence","85.0","",""
"21/04/2024 10:00:00 - 21/04/2024 11:00:00","BZN|IT-North","Without sequence","20.0","",""
"21/04/2024 11:00:00 - 21/04/2024 12:00:00","BZN|IT-North","Without sequence","9.65","",""
"21/04/2024 12:00:00 - 21/04/2024 13:00:00","BZN|IT-North","Without sequence","9.65","",""
"21/04/2024 13:00:00 - 21/04/2024 14:00:00","BZN|IT-North","Without sequence","4.0","",""
"21/04/2024 14:00:00 - 21/04/2024 15:00:00","BZN|IT-North","Without sequence","5.0","",""
"21/04/2024 15:00:00 - 21/04/2024 16:00:00","BZN|IT-North","Without sequence","29.0","",""
"21/04/2024 16:00:00 - 21/04/2024 17:00:00","BZN|IT-North","Without sequence","86.45","",""
"21/04/2024 17:00:00 - 21/04/2024 18:00:00","BZN|IT-North","Without sequence","100.43","",""
"21/04/2024 18:00:00 - 21/04/2024 19:00:00","BZN|IT-North","Without sequence","105.11","",""
"21/04/2024 19:00:00 - 21/04/2024 20:00:00","BZN|IT-North","Without sequence","120.0","",""
"21/04/2024 20:00:00 - 21/04/2024 21:00:00","BZN|IT-North","Without sequence","105.34","",""
"21/04/2024 21:00:00 - 21/04/2024 22:00:00","BZN|IT-North","Without sequence","103.07","",""
"21/04/2024 22:00:00 - 21/04/2024 23:00:00","BZN|IT-North","Without sequence","103.28","",""
"21/04/2024 23:00:00 - 22/04/2024 00:00:00","BZN|IT-North","Without sequence","100.0","",""
"22/04/2024 00:00:00 - 22/04/2024 01:00:00","BZN|IT-North","Without sequence","101.14","",""
"22/04/2024 01:00:00 - 22/04/2024 02:00:00","BZN|IT-North","Without sequence","93.99","",""
"22/04/2024 02:00:00 - 22/04/2024 03:00:00","BZN|IT-North","Without sequence","93.99","",""
"22/04/2024 03:00:00 - 22/04/2024 04:00:00","BZN|IT-North","Without sequence","90.1","",""
"22/04/2024 04:00:00 - 22/04/2024 05:00:00","BZN|IT-North","Without sequence","90.1","",""
"22/04/2024 05:00:00 - 22/04/2024 06:00:00","BZN|IT-North","Without sequence","90.1","",""
"22/04/2024 06:00:00 - 22/04/2024 07:00:00","BZN|IT-North","Without sequence","106.06","",""
"22/04/2024 07:00:00 - 22/04/2024 08:00:00","BZN|IT-North","Without sequence","130.06","",""
"22/04/2024 08:00:00 - 22/04/2024 09:00:00","BZN|IT-North","Without sequence","140.2","",""
"22/04/2024 09:00:00 - 22/04/2024 10:00:00","BZN|IT-North","Without sequence","133.0","",""
"22/04/2024 10:00:00 - 22/04/2024 11:00:00","BZN|IT-North","Without sequence","106.08","",""
"22/04/2024 11:00:00 - 22/04/2024 12:00:00","BZN|IT-North","Without sequence","105.35","",""
"22/04/2024 12:00:00 - 22/04/2024 13:00:00","BZN|IT-North","Without sequence","102.93","",""
"22/04/2024 13:00:00 - 22/04/2024 14:00:00","BZN|IT-North","Without sequence","102.77","",""
"22/04/2024 14:00:00 - 22/04/2024 15:00:00","BZN|IT-North","Without sequence","103.66","",""
"22/04/2024 15:00:00 - 22/04/2024 16:00:00","BZN|IT-North","Without sequence","103.63","",""
"22/04/2024 16:00:00 - 22/04/2024 17:00:00","BZN|IT-North","Without sequence","106.06","",""
"22/04/2024 17:00:00 - 22/04/2024 18:00:00","BZN|IT-North","Without sequence","106.06","",""
"22/04/2024 18:00:00 - 22/04/2024 19:00:00","BZN|IT-North","Without sequence","115.23","",""
"22/04/2024 19:00:00 - 22/04/2024 20:00:00","BZN|IT-North","Without sequence","151.04","",""
"22/04/2024 20:00:00 - 22/04/2024 21:00:00","BZN|IT-North","Without sequence","162.55","",""
"22/04/2024 21:00:00 - 22/04/2024 22:00:00","BZN|IT-North","Without sequence","132.0","",""
"22/04/2024 22:00:00 - 22/04/2024 23:00:00","BZN|IT-North","Without sequence","106.34","",""
"22/04/2024 23:00:00 - 23/04/2024 00:00:00","BZN|IT-North","Without sequence","109.08","",""
"23/04/2024 00:00:00 - 23/04/2024 01:00:00","BZN|IT-North","Without sequence","99.4","",""
"23/04/2024 01:00:00 - 23/04/2024 02:00:00","BZN|IT-North","Without sequence","100.0","",""
"23/04/2024 02:00:00 - 23/04/2024 03:00:00","BZN|IT-North","Without sequence","90.23","",""
"23/04/2024 03:00:00 - 23/04/2024 04:00:00","BZN|IT-North","Without sequence","90.1","",""
"23/04/2024 04:00:00 - 23/04/2024 05:00:00","BZN|IT-North","Without sequence","90.1","",""
"23/04/2024 05:00:00 - 23/04/2024 06:00:00","BZN|IT-North","Without sequence","99.02","",""
"23/04/2024 06:00:00 - 23/04/2024 07:00:00","BZN|IT-North","Without sequence","118.8","",""
"23/04/2024 07:00:00 - 23/04/2024 08:00:00","BZN|IT-North","Without sequence","146.48","",""
"23/04/2024 08:00:00 - 23/04/2024 09:00:00","BZN|IT-North","Without sequence","138.18","",""
"23/04/2024 09:00:00 - 23/04/2024 10:00:00","BZN|IT-North","Without sequence","130.0","",""
"23/04/2024 10:00:00 - 23/04/2024 11:00:00","BZN|IT-North","Without sequence","106.08","",""
"23/04/2024 11:00:00 - 23/04/2024 12:00:00","BZN|IT-North","Without sequence","103.97","",""
"23/04/2024 12:00:00 - 23/04/2024 13:00:00","BZN|IT-North","Without sequence","90.56","",""
"23/04/2024 13:00:00 - 23/04/2024 14:00:00","BZN|IT-North","Without sequence","90.1","",""
"23/04/2024 14:00:00 - 23/04/2024 15:00:00","BZN|IT-North","Without sequence","95.1","",""
"23/04/2024 15:00:00 - 23/04/2024 16:00:00","BZN|IT-North","Without sequence","97.15","",""
"23/04/2024 16:00:00 - 23/04/2024 17:00:00","BZN|IT-North","Without sequence","99.87","",""
"23/04/2024 17:00:00 - 23/04/2024 18:00:00","BZN|IT-North","Without sequence","98.64","",""
"23/04/2024 18:00:00 - 23/04/2024 19:00:00","BZN|IT-North","Without sequence","105.35","",""
"23/04/2024 19:00:00 - 23/04/2024 20:00:00","BZN|IT-North","Without sequence","126.92","",""
"23/04/2024 20:00:00 - 23/04/2024 21:00:00","BZN|IT-North","Without sequence","133.36","",""
"23/04/2024 21:00:00 - 23/04/2024 22:00:00","BZN|IT-North","Without sequence","112.81","",""
"23/04/2024 22:00:00 - 23/04/2024 23:00:00","BZN|IT-North","Without sequence","101.5","",""
"23/04/2024 23:00:00 - 24/04/2024 00:00:00","BZN|IT-North","Without sequence","99.02","",""
"24/04/2024 00:00:00 - 24/04/2024 01:00:00","BZN|IT-North","Without sequence","88.75","",""
"24/04/2024 01:00:00 - 24/04/2024 02:00:00","BZN|IT-North","Without sequence","90.1","",""
"24/04/2024 02:00:00 - 24/04/2024 03:00:00","BZN|IT-North","Without sequence","84.1","",""
"24/04/2024 03:00:00 - 24/04/2024 04:00:00","BZN|IT-North","Without sequence","88.0","",""
"24/04/2024 04:00:00 - 24/04/2024 05:00:00","BZN|IT-North","Without sequence","86.03","",""
"24/04/2024 05:00:00 - 24/04/2024 06:00:00","BZN|IT-North","Without sequence","90.1","",""
"24/04/2024 06:00:00 - 24/04/2024 07:00:00","BZN|IT-North","Without sequence","105.46","",""
"24/04/2024 07:00:00 - 24/04/2024 08:00:00","BZN|IT-North","Without sequence","125.87","",""
"24/04/2024 08:00:00 - 24/04/2024 09:00:00","BZN|IT-North","Without sequence","120.0","",""
"24/04/2024 09:00:00 - 24/04/2024 10:00:00","BZN|IT-North","Without sequence","105.39","",""
"24/04/2024 10:00:00 - 24/04/2024 11:00:00","BZN|IT-North","Without sequence","100.0","",""
"24/04/2024 11:00:00 - 24/04/2024 12:00:00","BZN|IT-North","Without sequence","90.1","",""
"24/04/2024 12:00:00 - 24/04/2024 13:00:00","BZN|IT-North","Without sequence","89.0","",""
"24/04/2024 13:00:00 - 24/04/2024 14:00:00","BZN|IT-North","Without sequence","85.97","",""
"24/04/2024 14:00:00 - 24/04/2024 15:00:00","BZN|IT-North","Without sequence","89.45","",""
"24/04/2024 15:00:00 - 24/04/2024 16:00:00","BZN|IT-North","Without sequence","84.05","",""
"24/04/2024 16:00:00 - 24/04/2024 17:00:00","BZN|IT-North","Without sequence","89.1","",""
"24/04/2024 17:00:00 - 24/04/2024 18:00:00","BZN|IT-North","Without sequence","94.77","",""
"24/04/2024 18:00:00 - 24/04/2024 19:00:00","BZN|IT-North","Without sequence","105.39","",""
"24/04/2024 19:00:00 - 24/04/2024 20:00:00","BZN|IT-North","Without sequence","140.0","",""
"24/04/2024 20:00:00 - 24/04/2024 21:00:00","BZN|IT-North","Without sequence","145.43","",""
"24/04/2024 21:00:00 - 24/04/2024 22:00:00","BZN|IT-North","Without sequence","120.0","",""
"24/04/2024 22:00:00 - 24/04/2024 23:00:00","BZN|IT-North","Without sequence","105.46","",""
"24/04/2024 23:00:00 - 25/04/2024 00:00:00","BZN|IT-North","Without sequence","98.81","",""
"25/04/2024 00:00:00 - 25/04/2024 01:00:00","BZN|IT-North","Without sequence","96.61","",""
"25/04/2024 01:00:00 - 25/04/2024 02:00:00","BZN|IT-North","Without sequence","96.84","",""
"25/04/2024 02:00:00 - 25/04/2024 03:00:00","BZN|IT-North","Without sequence","100.0","",""
"25/04/2024 03:00:00 - 25/04/2024 04:00:00","BZN|IT-North","Without sequence","103.37","",""
"25/04/2024 04:00:00 - 25/04/2024 05:00:00","BZN|IT-North","Without sequence","105.05","",""
"25/04/2024 05:00:00 - 25/04/2024 06:00:00","BZN|IT-North","Without sequence","105.05","",""
"25/04/2024 06:00:00 - 25/04/2024 07:00:00","BZN|IT-North","Without sequence","105.0","",""
"25/04/2024 07:00:00 - 25/04/2024 08:00:00","BZN|IT-North","Without sequence","106.9","",""
"25/04/2024 08:00:00 - 25/04/2024 09:00:00","BZN|IT-North","Without sequence","105.05","",""
"25/04/2024 09:00:00 - 25/04/2024 10:00:00","BZN|IT-North","Without sequence","92.8","",""
"25/04/2024 10:00:00 - 25/04/2024 11:00:00","BZN|IT-North","Without sequence","80.01","",""
"25/04/2024 11:00:00 - 25/04/2024 12:00:00","BZN|IT-North","Without sequence","78.2","",""
"25/04/2024 12:00:00 - 25/04/2024 13:00:00","BZN|IT-North","Without sequence","73.92","",""
"25/04/2024 13:00:00 - 25/04/2024 14:00:00","BZN|IT-North","Without sequence","61.32","",""
"25/04/2024 14:00:00 - 25/04/2024 15:00:00","BZN|IT-North","Without sequence","57.04","",""
"25/04/2024 15:00:00 - 25/04/2024 16:00:00","BZN|IT-North","Without sequence","60.0","",""
"25/04/2024 16:00:00 - 25/04/2024 17:00:00","BZN|IT-North","Without sequence","73.31","",""
"25/04/2024 17:00:00 - 25/04/2024 18:00:00","BZN|IT-North","Without sequence","94.59","",""
"25/04/2024 18:00:00 - 25/04/2024 19:00:00","BZN|IT-North","Without sequence","105.0","",""
"25/04/2024 19:00:00 - 25/04/2024 20:00:00","BZN|IT-North","Without sequence","134.1","",""
"25/04/2024 20:00:00 - 25/04/2024 21:00:00","BZN|IT-North","Without sequence","150.0","",""
"25/04/2024 21:00:00 - 25/04/2024 22:00:00","BZN|IT-North","Without sequence","142.0","",""
"25/04/2024 22:00:00 - 25/04/2024 23:00:00","BZN|IT-North","Without sequence","136.1","",""
"25/04/2024 23:00:00 - 26/04/2024 00:00:00","BZN|IT-North","Without sequence","106.09","",""
"26/04/2024 00:00:00 - 26/04/2024 01:00:00","BZN|IT-North","Without sequence","98.08","",""
"26/04/2024 01:00:00 - 26/04/2024 02:00:00","BZN|IT-North","Without sequence","96.53","",""
"26/04/2024 02:00:00 - 26/04/2024 03:00:00","BZN|IT-North","Without sequence","85.45","",""
"26/04/2024 03:00:00 - 26/04/2024 04:00:00","BZN|IT-North","Without sequence","85.0","",""
"26/04/2024 04:00:00 - 26/04/2024 05:00:00","BZN|IT-North","Without sequence","85.0","",""
"26/04/2024 05:00:00 - 26/04/2024 06:00:00","BZN|IT-North","Without sequence","94.0","",""
"26/04/2024 06:00:00 - 26/04/2024 07:00:00","BZN|IT-North","Without sequence","102.74","",""
"26/04/2024 07:00:00 - 26/04/2024 08:00:00","BZN|IT-North","Without sequence","145.0","",""
"26/04/2024 08:00:00 - 26/04/2024 09:00:00","BZN|IT-North","Without sequence","156.0","",""
"26/04/2024 09:00:00 - 26/04/2024 10:00:00","BZN|IT-North","Without sequence","155.0","",""
"26/04/2024 10:00:00 - 26/04/2024 11:00:00","BZN|IT-North","Without sequence","140.2","",""
"26/04/2024 11:00:00 - 26/04/2024 12:00:00","BZN|IT-North","Without sequence","131.19","",""
"26/04/2024 12:00:00 - 26/04/2024 13:00:00","BZN|IT-North","Without sequence","103.03","",""
"26/04/2024 13:00:00 - 26/04/2024 14:00:00","BZN|IT-North","Without sequence","100.09","",""
"26/04/2024 14:00:00 - 26/04/2024 15:00:00","BZN|IT-North","Without sequence","106.52","",""
"26/04/2024 15:00:00 - 26/04/2024 16:00:00","BZN|IT-North","Without sequence","131.19","",""
"26/04/2024 16:00:00 - 26/04/2024 17:00:00","BZN|IT-North","Without sequence","144.0","",""
"26/04/2024 17:00:00 - 26/04/2024 18:00:00","BZN|IT-North","Without sequence","150.0","",""
"26/04/2024 18:00:00 - 26/04/2024 19:00:00","BZN|IT-North","Without sequence","140.0","",""
"26/04/2024 19:00:00 - 26/04/2024 20:00:00","BZN|IT-North","Without sequence","144.0","",""
"26/04/2024 20:00:00 - 26/04/2024 21:00:00","BZN|IT-North","Without sequence","146.9","",""
"26/04/2024 21:00:00 - 26/04/2024 22:00:00","BZN|IT-North","Without sequence","121.79","",""
"26/04/2024 22:00:00 - 26/04/2024 23:00:00","BZN|IT-North","Without sequence","105.0","",""
"26/04/2024 23:00:00 - 27/04/2024 00:00:00","BZN|IT-North","Without sequence","97.81","",""
"27/04/2024 00:00:00 - 27/04/2024 01:00:00","BZN|IT-North","Without sequence","97.2","",""
"27/04/2024 01:00:00 - 27/04/2024 02:00:00","BZN|IT-North","Without sequence","96.09","",""
"27/04/2024 02:00:00 - 27/04/2024 03:00:00","BZN|IT-North","Without sequence","90.1","",""
"27/04/2024 03:00:00 - 27/04/2024 04:00:00","BZN|IT-North","Without sequence","90.1","",""
"27/04/2024 04:00:00 - 27/04/2024 05:00:00","BZN|IT-North","Without sequence","90.1","",""
"27/04/2024 05:00:00 - 27/04/2024 06:00:00","BZN|IT-North","Without sequence","93.09","",""
"27/04/2024 06:00:00 - 27/04/2024 07:00:00","BZN|IT-North","Without sequence","98.6","",""
"27/04/2024 07:00:00 - 27/04/2024 08:00:00","BZN|IT-North","Without sequence","105.0","",""
"27/04/2024 08:00:00 - 27/04/2024 09:00:00","BZN|IT-North","Without sequence","117.73","",""
"27/04/2024 09:00:00 - 27/04/2024 10:00:00","BZN|IT-North","Without sequence","106.0","",""
"27/04/2024 10:00:00 - 27/04/2024 11:00:00","BZN|IT-North","Without sequence","99.91","",""
"27/04/2024 11:00:00 - 27/04/2024 12:00:00","BZN|IT-North","Without sequence","97.09","",""
"27/04/2024 12:00:00 - 27/04/2024 13:00:00","BZN|IT-North","Without sequence","93.53","",""
"27/04/2024 13:00:00 - 27/04/2024 14:00:00","BZN|IT-North","Without sequence","84.57","",""
"27/04/2024 14:00:00 - 27/04/2024 15:00:00","BZN|IT-North","Without sequence","84.1","",""
"27/04/2024 15:00:00 - 27/04/2024 16:00:00","BZN|IT-North","Without sequence","91.08","",""
"27/04/2024 16:00:00 - 27/04/2024 17:00:00","BZN|IT-North","Without sequence","97.2","",""
"27/04/2024 17:00:00 - 27/04/2024 18:00:00","BZN|IT-North","Without sequence","101.28","",""
"27/04/2024 18:00:00 - 27/04/2024 19:00:00","BZN|IT-North","Without sequence","105.0","",""
"27/04/2024 19:00:00 - 27/04/2024 20:00:00","BZN|IT-North","Without sequence","120.0","",""
"27/04/2024 20:00:00 - 27/04/2024 21:00:00","BZN|IT-North","Without sequence","115.13","",""
"27/04/2024 21:00:00 - 27/04/2024 22:00:00","BZN|IT-North","Without sequence","98.05","",""
"27/04/2024 22:00:00 - 27/04/2024 23:00:00","BZN|IT-North","Without sequence","97.02","",""
"27/04/2024 23:00:00 - 28/04/2024 00:00:00","BZN|IT-North","Without sequence","94.1","",""
"28/04/2024 00:00:00 - 28/04/2024 01:00:00","BZN|IT-North","Without sequence","95.75","",""
"28/04/2024 01:00:00 - 28/04/2024 02:00:00","BZN|IT-North","Without sequence","92.08","",""
"28/04/2024 02:00:00 - 28/04/2024 03:00:00","BZN|IT-North","Without sequence","91.0","",""
"28/04/2024 03:00:00 - 28/04/2024 04:00:00","BZN|IT-North","Without sequence","87.21","",""
"28/04/2024 04:00:00 - 28/04/2024 05:00:00","BZN|IT-North","Without sequence","90.6","",""
"28/04/2024 05:00:00 - 28/04/2024 06:00:00","BZN|IT-North","Without sequence","94.0","",""
"28/04/2024 06:00:00 - 28/04/2024 07:00:00","BZN|IT-North","Without sequence","96.47","",""
"28/04/2024 07:00:00 - 28/04/2024 08:00:00","BZN|IT-North","Without sequence","96.95","",""
"28/04/2024 08:00:00 - 28/04/2024 09:00:00","BZN|IT-North","Without sequence","100.09","",""
"28/04/2024 09:00:00 - 28/04/2024 10:00:00","BZN|IT-North","Without sequence","96.47","",""
"28/04/2024 10:00:00 - 28/04/2024 11:00:00","BZN|IT-North","Without sequence","95.52","",""
"28/04/2024 11:00:00 - 28/04/2024 12:00:00","BZN|IT-North","Without sequence","87.13","",""
"28/04/2024 12:00:00 - 28/04/2024 13:00:00","BZN|IT-North","Without sequence","70.0","",""
"28/04/2024 13:00:00 - 28/04/2024 14:00:00","BZN|IT-North","Without sequence","26.5","",""
"28/04/2024 14:00:00 - 28/04/2024 15:00:00","BZN|IT-North","Without sequence","15.0","",""
"28/04/2024 15:00:00 - 28/04/2024 16:00:00","BZN|IT-North","Without sequence","50.0","",""
"28/04/2024 16:00:00 - 28/04/2024 17:00:00","BZN|IT-North","Without sequence","78.63","",""
"28/04/2024 17:00:00 - 28/04/2024 18:00:00","BZN|IT-North","Without sequence","96.95","",""
"28/04/2024 18:00:00 - 28/04/2024 19:00:00","BZN|IT-North","Without sequence","97.21","",""
"28/04/2024 19:00:00 - 28/04/2024 20:00:00","BZN|IT-North","Without sequence","104.48","",""
"28/04/2024 20:00:00 - 28/04/2024 21:00:00","BZN|IT-North","Without sequence","107.2","",""
"28/04/2024 21:00:00 - 28/04/2024 22:00:00","BZN|IT-North","Without sequence","98.82","",""
"28/04/2024 22:00:00 - 28/04/2024 23:00:00","BZN|IT-North","Without sequence","96.47","",""
"28/04/2024 23:00:00 - 29/04/2024 00:00:00","BZN|IT-North","Without sequence","91.0","",""
"29/04/2024 00:00:00 - 29/04/2024 01:00:00","BZN|IT-North","Without sequence","82.15","",""
"29/04/2024 01:00:00 - 29/04/2024 02:00:00","BZN|IT-North","Without sequence","77.7","",""
"29/04/2024 02:00:00 - 29/04/2024 03:00:00","BZN|IT-North","Without sequence","76.12","",""
"29/04/2024 03:00:00 - 29/04/2024 04:00:00","BZN|IT-North","Without sequence","79.0","",""
"29/04/2024 04:00:00 - 29/04/2024 05:00:00","BZN|IT-North","Without sequence","75.64","",""
"29/04/2024 05:00:00 - 29/04/2024 06:00:00","BZN|IT-North","Without sequence","82.0","",""
"29/04/2024 06:00:00 - 29/04/2024 07:00:00","BZN|IT-North","Without sequence","98.49","",""
"29/04/2024 07:00:00 - 29/04/2024 08:00:00","BZN|IT-North","Without sequence","108.12","",""
"29/04/2024 08:00:00 - 29/04/2024 09:00:00","BZN|IT-North","Without sequence","101.1","",""
"29/04/2024 09:00:00 - 29/04/2024 10:00:00","BZN|IT-North","Without sequence","99.39","",""
"29/04/2024 10:00:00 - 29/04/2024 11:00:00","BZN|IT-North","Without sequence","91.0","",""
"29/04/2024 11:00:00 - 29/04/2024 12:00:00","BZN|IT-North","Without sequence","77.7","",""
"29/04/2024 12:00:00 - 29/04/2024 13:00:00","BZN|IT-North","Without sequence","65.5","",""
"29/04/2024 13:00:00 - 29/04/2024 14:00:00","BZN|IT-North","Without sequence","60.0","",""
"29/04/2024 14:00:00 - 29/04/2024 15:00:00","BZN|IT-North","Without sequence","64.71","",""
"29/04/2024 15:00:00 - 29/04/2024 16:00:00","BZN|IT-North","Without sequence","67.56","",""
"29/04/2024 16:00:00 - 29/04/2024 17:00:00","BZN|IT-North","Without sequence","70.0","",""
"29/04/2024 17:00:00 - 29/04/2024 18:00:00","BZN|IT-North","Without sequence","85.77","",""
"29/04/2024 18:00:00 - 29/04/2024 19:00:00","BZN|IT-North","Without sequence","98.86","",""
"29/04/2024 19:00:00 - 29/04/2024 20:00:00","BZN|IT-North","Without sequence","124.26","",""
"29/04/2024 20:00:00 - 29/04/2024 21:00:00","BZN|IT-North","Without sequence","133.6","",""
"29/04/2024 21:00:00 - 29/04/2024 22:00:00","BZN|IT-North","Without sequence","107.38","",""
"29/04/2024 22:00:00 - 29/04/2024 23:00:00","BZN|IT-North","Without sequence","97.0","",""
"29/04/2024 23:00:00 - 30/04/2024 00:00:00","BZN|IT-North","Without sequence","96.0","",""
"30/04/2024 00:00:00 - 30/04/2024 01:00:00","BZN|IT-North","Without sequence","89.0","",""
"30/04/2024 01:00:00 - 30/04/2024 02:00:00","BZN|IT-North","Without sequence","82.17","",""
"30/04/2024 02:00:00 - 30/04/2024 03:00:00","BZN|IT-North","Without sequence","80.55","",""
"30/04/2024 03:00:00 - 30/04/2024 04:00:00","BZN|IT-North","Without sequence","77.0","",""
"30/04/2024 04:00:00 - 30/04/2024 05:00:00","BZN|IT-North","Without sequence","77.76","",""
"30/04/2024 05:00:00 - 30/04/2024 06:00:00","BZN|IT-North","Without sequence","83.81","",""
"30/04/2024 06:00:00 - 30/04/2024 07:00:00","BZN|IT-North","Without sequence","96.9","",""
"30/04/2024 07:00:00 - 30/04/2024 08:00:00","BZN|IT-North","Without sequence","101.71","",""
"30/04/2024 08:00:00 - 30/04/2024 09:00:00","BZN|IT-North","Without sequence","101.3","",""
"30/04/2024 09:00:00 - 30/04/2024 10:00:00","BZN|IT-North","Without sequence","93.68","",""
"30/04/2024 10:00:00 - 30/04/2024 11:00:00","BZN|IT-North","Without sequence","84.0","",""
"30/04/2024 11:00:00 - 30/04/2024 12:00:00","BZN|IT-North","Without sequence","73.05","",""
"30/04/2024 12:00:00 - 30/04/2024 13:00:00","BZN|IT-North","Without sequence","54.28","",""
"30/04/2024 13:00:00 - 30/04/2024 14:00:00","BZN|IT-North","Without sequence","48.33","",""
"30/04/2024 14:00:00 - 30/04/2024 15:00:00","BZN|IT-North","Without sequence","55.32","",""
"30/04/2024 15:00:00 - 30/04/2024 16:00:00","BZN|IT-North","Without sequence","56.17","",""
"30/04/2024 16:00:00 - 30/04/2024 17:00:00","BZN|IT-North","Without sequence","73.78","",""
"30/04/2024 17:00:00 - 30/04/2024 18:00:00","BZN|IT-North","Without sequence","84.45","",""
"30/04/2024 18:00:00 - 30/04/2024 19:00:00","BZN|IT-North","Without sequence","96.42","",""
"30/04/2024 19:00:00 - 30/04/2024 20:00:00","BZN|IT-North","Without sequence","115.0","",""
"30/04/2024 20:00:00 - 30/04/2024 21:00:00","BZN|IT-North","Without sequence","124.04","",""
"30/04/2024 21:00:00 - 30/04/2024 22:00:00","BZN|IT-North","Without sequence","100.0","",""
"30/04/2024 22:00:00 - 30/04/2024 23:00:00","BZN|IT-North","Without sequence","95.46","",""
"30/04/2024 23:00:00 - 01/05/2024 00:00:00","BZN|IT-North","Without sequence","89.0","",""
"01/05/2024 00:00:00 - 01/05/2024 01:00:00","BZN|IT-North","Without sequence","92.85","",""
"01/05/2024 01:00:00 - 01/05/2024 02:00:00","BZN|IT-North","Without sequence","87.0","",""
"01/05/2024 02:00:00 - 01/05/2024 03:00:00","BZN|IT-North","Without sequence","82.24","",""
"01/05/2024 03:00:00 - 01/05/2024 04:00:00","BZN|IT-North","Without sequence","87.0","",""
"01/05/2024 04:00:00 - 01/05/2024 05:00:00","BZN|IT-North","Without sequence","91.94","",""
"01/05/2024 05:00:00 - 01/05/2024 06:00:00","BZN|IT-North","Without sequence","90.1","",""
"01/05/2024 06:00:00 - 01/05/2024 07:00:00","BZN|IT-North","Without sequence","88.0","",""
"01/05/2024 07:00:00 - 01/05/2024 08:00:00","BZN|IT-North","Without sequence","85.5","",""
"01/05/2024 08:00:00 - 01/05/2024 09:00:00","BZN|IT-North","Without sequence","88.0","",""
"01/05/2024 09:00:00 - 01/05/2024 10:00:00","BZN|IT-North","Without sequence","90.0","",""
"01/05/2024 10:00:00 - 01/05/2024 11:00:00","BZN|IT-North","Without sequence","92.85","",""
"01/05/2024 11:00:00 - 01/05/2024 12:00:00","BZN|IT-North","Without sequence","93.22","",""
"01/05/2024 12:00:00 - 01/05/2024 13:00:00","BZN|IT-North","Without sequence","92.76","",""
"01/05/2024 13:00:00 - 01/05/2024 14:00:00","BZN|IT-North","Without sequence","80.49","",""
"01/05/2024 14:00:00 - 01/05/2024 15:00:00","BZN|IT-North","Without sequence","75.88","",""
"01/05/2024 15:00:00 - 01/05/2024 16:00:00","BZN|IT-North","Without sequence","77.91","",""
"01/05/2024 16:00:00 - 01/05/2024 17:00:00","BZN|IT-North","Without sequence","90.1","",""
"01/05/2024 17:00:00 - 01/05/2024 18:00:00","BZN|IT-North","Without sequence","93.22","",""
"01/05/2024 18:00:00 - 01/05/2024 19:00:00","BZN|IT-North","Without sequence","95.0","",""
"01/05/2024 19:00:00 - 01/05/2024 20:00:00","BZN|IT-North","Without sequence","96.38","",""
"01/05/2024 20:00:00 - 01/05/2024 21:00:00","BZN|IT-North","Without sequence","99.33","",""
"01/05/2024 21:00:00 - 01/05/2024 22:00:00","BZN|IT-North","Without sequence","93.46","",""
"01/05/2024 22:00:00 - 01/05/2024 23:00:00","BZN|IT-North","Without sequence","94.76","",""
"01/05/2024 23:00:00 - 02/05/2024 00:00:00","BZN|IT-North","Without sequence","88.0","",""
"02/05/2024 00:00:00 - 02/05/2024 01:00:00","BZN|IT-North","Without sequence","72.85","",""
"02/05/2024 01:00:00 - 02/05/2024 02:00:00","BZN|IT-North","Without sequence","71.1","",""
"02/05/2024 02:00:00 - 02/05/2024 03:00:00","BZN|IT-North","Without sequence","77.0","",""
"02/05/2024 03:00:00 - 02/05/2024 04:00:00","BZN|IT-North","Without sequence","77.0","",""
"02/05/2024 04:00:00 - 02/05/2024 05:00:00","BZN|IT-North","Without sequence","78.9","",""
"02/05/2024 05:00:00 - 02/05/2024 06:00:00","BZN|IT-North","Without sequence","84.58","",""
"02/05/2024 06:00:00 - 02/05/2024 07:00:00","BZN|IT-North","Without sequence","95.0","",""
"02/05/2024 07:00:00 - 02/05/2024 08:00:00","BZN|IT-North","Without sequence","107.03","",""
"02/05/2024 08:00:00 - 02/05/2024 09:00:00","BZN|IT-North","Without sequence","109.51","",""
"02/05/2024 09:00:00 - 02/05/2024 10:00:00","BZN|IT-North","Without sequence","108.73","",""
"02/05/2024 10:00:00 - 02/05/2024 11:00:00","BZN|IT-North","Without sequence","106.51","",""
"02/05/2024 11:00:00 - 02/05/2024 12:00:00","BZN|IT-North","Without sequence","106.51","",""
"02/05/2024 12:00:00 - 02/05/2024 13:00:00","BZN|IT-North","Without sequence","99.5","",""
"02/05/2024 13:00:00 - 02/05/2024 14:00:00","BZN|IT-North","Without sequence","100.0","",""
"02/05/2024 14:00:00 - 02/05/2024 15:00:00","BZN|IT-North","Without sequence","101.26","",""
